mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	2.25	0	11/16	3/4	1	1	d.i{		d	i		i	i						{	m	1	1	0, -3, 1		0	0
2	1	9/4	9/4	1.0	1/2	1/2	3/4	1	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	2	13/4	13/4	3.0	0	0	3/4	1	1	V65		d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
4	3	25/4	25/4	0.5	0	0	3/4	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
4	3	27/4	27/4	0.5	1/8	1/8	3/4	1	1	v6		d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
4	3	29/4	29/4	1.0	1/4	1/4	3/4	1	1	iv6(2)		d	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
4	3	33/4	33/4	1.0	1/2	1/2	3/4	1	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
5	4	37/4	37/4	3.0	0	0	3/4	1	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
6	5	49/4	49/4	3.0	0	0	3/4	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
7	6	61/4	61/4	3.0	0	0	3/4	1	1	V65/VI		d	i		V65/VI	V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
8	7	73/4	73/4	3.0	0	0	3/4	1	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
9	8	85/4	85/4	3.0	0	0	3/4	1	1	V65/III		d	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
10	9	97/4	97/4	3.0	0	0	3/4	1	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
11	10	109/4	109/4	3.0	0	0	3/4	1	1	V65		d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
12	11	121/4	121/4	2.0	0	0	3/4	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
12	11	129/4	129/4	1.0	1/2	1/2	3/4	1	1	v.iio6		d	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
13	12	133/4	133/4	1.0	0	0	3/4	1	1	V		d	v		V	V							M	1	1	1, 5, 2		1	1
13	12	137/4	137/4	1.0	1/4	1/4	3/4	1	1	iv	iio6	d	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
13	12	141/4	141/4	0.5	1/2	1/2	3/4	1	1	i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
13	12	143/4	143/4	0.5	5/8	5/8	3/4	1	1	#viio6		d	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
14	13	145/4	145/4	3.0	0	0	3/4	1	1	i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
15	14	157/4	157/4	3.0	0	0	3/4	1	1	VI		d	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
16	15	169/4	169/4	2.0	0	0	3/4	1	1	viio7/V		d	v		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
16	15	177/4	177/4	0.5	1/2	1/2	3/4	1	1	V(64)		d	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
16	15	179/4	179/4	0.5	5/8	5/8	3/4	1	1	V		d	v		V	V							M	1	1	1, 5, 2		1	1
17	16	181/4	181/4	2.75	0	0	3/4	1	1	I}		d	v		I	I						}	M	1	1	0, 4, 1		0	0
18	16	48	48	1.25	0	11/16	3/4	1	1	i.V{		d	i		V	V						{	M	1	1	1, 5, 2		1	1
19	17	197/4	197/4	2.0	1/4	1/4	3/4	1	1	#viio65		d	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
20	18	205/4	205/4	3.0	0	0	3/4	1	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
21	19	217/4	217/4	3.0	0	0	3/4	1	1	III.V7/V		d	III		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
22	20	229/4	229/4	2.0	0	0	3/4	1	1	V		d	III		V	V							M	1	0	1, 5, 2		1	1
22	20	237/4	237/4	1.0	1/2	1/2	3/4	1	1	V43		d	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
23	21	241/4	241/4	2.0	0	0	3/4	1	1	I		d	III		I	I							M	1	0	0, 4, 1		0	0
23	21	249/4	249/4	1.0	1/2	1/2	3/4	1	1	V2/IV		d	III		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
24	22	253/4	253/4	3.0	0	0	3/4	1	1	IV		d	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
25	23	265/4	265/4	1.0	0	0	3/4	1	1	viio6		d	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
25	23	269/4	269/4	1.0	1/4	1/4	3/4	1	1	I		d	III		I	I							M	1	0	0, 4, 1		0	0
25	23	273/4	273/4	0.5	1/2	1/2	3/4	1	1	V(4)		d	III		V(4)	V			4				M	1	0	1, 0, 2		1	1
25	23	275/4	275/4	0.5	5/8	5/8	3/4	1	1	V		d	III		V	V							M	1	0	1, 5, 2		1	1
26	24	277/4	277/4	3.0	0	0	3/4	1	1	I}{		d	III		I	I						}{	M	1	0	0, 4, 1		0	0
27	25	289/4	289/4	3.0	0	0	3/4	1	1	i.V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
28	26	301/4	301/4	3.0	0	0	3/4	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
29	27	313/4	313/4	3.0	0	0	3/4	1	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
30	28	325/4	325/4	3.0	0	0	3/4	1	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
31	29	337/4	337/4	3.0	0	0	3/4	1	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
32	30	349/4	349/4	3.0	0	0	3/4	1	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
33	31	361/4	361/4	2.0	0	0	3/4	1	1	viio7/V		d	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
33	31	369/4	369/4	0.5	1/2	1/2	3/4	1	1	V(64)		d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
33	31	371/4	371/4	0.5	5/8	5/8	3/4	1	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
34	32	373/4	373/4	2.75	0	0	3/4	1	1	i}		d	i		i	i						}	m	1	1	0, -3, 1		0	0
